Santana do Deserto;3329488,37
Santana do Garambéu;2561432,87
Santana do Jacaré;2393232,96
Santana do Manhuaçu;4232614,38
Santana do Paraíso;10026229,39
Santana do Riacho;3503436,50
Santana dos Montes;2871863,71
Santo Antônio do Amparo;7773671,32
Santo Antônio do Aventureiro;2663391,14
Santo Antônio do Grama;3870881,02
Santo Antônio do Itambé;2689977,16
Santo Antônio do Jacinto;7197553,82
Santo Antônio do Monte;13051473,37
Santo Antônio do Retiro;5545847,14
Santo Antônio do Rio Abaixo;1855800,35
Santo Hipólito;2398566,61
Santos Dumont;18138745,75
Sapucaí-Mirim;5499321,77
Sardoá;3993651,56
Sarzedo;21966483,39
Sem-Peixe;2141476,40
Senador Amaral;3789307,57
Senador Cortes;2259795,15
Senador Firmino;4183762,75
Senador José Bento;1852323,87
Senador Modestino Gonçalves;3641216,17
Senhora de Oliveira;2593538,02
Senhora do Porto;3478588,67
Senhora dos Remédios;2814383,94
Sericita;3967007,26
Seritinga;1753778,59
Serra Azul de Minas;2863690,31
Serra da Saudade;1912168,43
Serra do Salitre;7422556,19
Serra dos Aimorés;3878330,37
Serrania;3713844,21
Serranos;1521406,24
Serranópolis de Minas;3194562,86
Serro;8491611,67
Sete Lagoas;95684830,73
Setubinha;5575966,40
Silveirânia;2407209,01
Silvianópolis;4219135,63
Simonésia;7953037,92
Simão Pereira;3666427,72
Sobrália;3087225,25
Soledade de Minas;3682229,41
São Bento Abade;3528870,70
São Brás do Suaçuí;4285743,01
São Domingos das Dores;4259405,43
São Domingos do Prata;5923222,59
São Francisco;26372277,58
São Francisco de Paula;4197104,30
São Francisco de Sales;4805540,18
São Francisco do Glória;3250008,92
São Félix de Minas;2583793,48
São Geraldo;3092447,53
São Geraldo da Piedade;3514914,86
São Geraldo do Baixio;2351352,15
São Gonçalo do Abaeté;6152992,25
São Gonçalo do Pará;6018109,35
São Gonçalo do Rio Abaixo;44731475,41
São Gonçalo do Rio Preto;2899429,11
São Gonçalo do Sapucaí;11081938,52
São Gotardo;13984243,93
São Joaquim de Bicas;17904002,67
São José da Barra;3967519,74
São José da Lapa;15715159,70
São José da Safira;3090755,20
São José da Varginha;2967434,85
São José do Alegre;2128267,20
São José do Divino;2669119,94
São José do Goiabal;2914007,26
São José do Jacuri;3809225,71
São José do Mantimento;1826340,57
São João Batista do Glória;4514723,34
São João Evangelista;8330863,87
São João Nepomuceno;11685019,63
São João da Lagoa;3382943,27
São João da Mata;2628169,41
São João da Ponte;16948228,70
São João das Missões;6352785,23
